"Year","SuperSector","SectorName","Industry","IndustryName","NAICSCode","Value"
2016,"60","Professional and business services","60561900","Other support services","5619",312.6
1990,"60","Professional and business services","60561910","Packaging and labeling services","56191",37.1
1991,"60","Professional and business services","60561910","Packaging and labeling services","56191",36.6
1992,"60","Professional and business services","60561910","Packaging and labeling services","56191",37.8
1993,"60","Professional and business services","60561910","Packaging and labeling services","56191",40
1994,"60","Professional and business services","60561910","Packaging and labeling services","56191",42.3
1995,"60","Professional and business services","60561910","Packaging and labeling services","56191",47.4
1996,"60","Professional and business services","60561910","Packaging and labeling services","56191",51.4
1997,"60","Professional and business services","60561910","Packaging and labeling services","56191",56.5
1998,"60","Professional and business services","60561910","Packaging and labeling services","56191",59.1
1999,"60","Professional and business services","60561910","Packaging and labeling services","56191",58.7
2000,"60","Professional and business services","60561910","Packaging and labeling services","56191",58.3
2001,"60","Professional and business services","60561910","Packaging and labeling services","56191",56.3
2002,"60","Professional and business services","60561910","Packaging and labeling services","56191",56.3
2003,"60","Professional and business services","60561910","Packaging and labeling services","56191",57.1
2004,"60","Professional and business services","60561910","Packaging and labeling services","56191",58.1
2005,"60","Professional and business services","60561910","Packaging and labeling services","56191",59.9
2006,"60","Professional and business services","60561910","Packaging and labeling services","56191",60.4
2007,"60","Professional and business services","60561910","Packaging and labeling services","56191",62.3
2008,"60","Professional and business services","60561910","Packaging and labeling services","56191",59.1
2009,"60","Professional and business services","60561910","Packaging and labeling services","56191",52.5
2010,"60","Professional and business services","60561910","Packaging and labeling services","56191",50.5
2011,"60","Professional and business services","60561910","Packaging and labeling services","56191",51.6
2012,"60","Professional and business services","60561910","Packaging and labeling services","56191",51.5
2013,"60","Professional and business services","60561910","Packaging and labeling services","56191",50.9
2014,"60","Professional and business services","60561910","Packaging and labeling services","56191",51.5
2015,"60","Professional and business services","60561910","Packaging and labeling services","56191",54.7
2016,"60","Professional and business services","60561910","Packaging and labeling services","56191",56.4
1990,"60","Professional and business services","60561920","Convention and trade show organizers","56192",35.6
1991,"60","Professional and business services","60561920","Convention and trade show organizers","56192",35.1
1992,"60","Professional and business services","60561920","Convention and trade show organizers","56192",36.3
1993,"60","Professional and business services","60561920","Convention and trade show organizers","56192",38.4
1994,"60","Professional and business services","60561920","Convention and trade show organizers","56192",40.6
1995,"60","Professional and business services","60561920","Convention and trade show organizers","56192",45.5
1996,"60","Professional and business services","60561920","Convention and trade show organizers","56192",49.5
1997,"60","Professional and business services","60561920","Convention and trade show organizers","56192",54.3
1998,"60","Professional and business services","60561920","Convention and trade show organizers","56192",56.9
1999,"60","Professional and business services","60561920","Convention and trade show organizers","56192",56.5
2000,"60","Professional and business services","60561920","Convention and trade show organizers","56192",56.1
2001,"60","Professional and business services","60561920","Convention and trade show organizers","56192",53.2
2002,"60","Professional and business services","60561920","Convention and trade show organizers","56192",54.4
2003,"60","Professional and business services","60561920","Convention and trade show organizers","56192",54.3
2004,"60","Professional and business services","60561920","Convention and trade show organizers","56192",50.5
2005,"60","Professional and business services","60561920","Convention and trade show organizers","56192",50.6
2006,"60","Professional and business services","60561920","Convention and trade show organizers","56192",50.9
2007,"60","Professional and business services","60561920","Convention and trade show organizers","56192",54.7
2008,"60","Professional and business services","60561920","Convention and trade show organizers","56192",50.7
2009,"60","Professional and business services","60561920","Convention and trade show organizers","56192",45.2
2010,"60","Professional and business services","60561920","Convention and trade show organizers","56192",42.8
2011,"60","Professional and business services","60561920","Convention and trade show organizers","56192",42.3
2012,"60","Professional and business services","60561920","Convention and trade show organizers","56192",45.7
2013,"60","Professional and business services","60561920","Convention and trade show organizers","56192",47.3
2014,"60","Professional and business services","60561920","Convention and trade show organizers","56192",52.8
2015,"60","Professional and business services","60561920","Convention and trade show organizers","56192",53.5
2016,"60","Professional and business services","60561920","Convention and trade show organizers","56192",56.4
1990,"60","Professional and business services","60561990","All other support services","56199",123.4
1991,"60","Professional and business services","60561990","All other support services","56199",121.7
1992,"60","Professional and business services","60561990","All other support services","56199",125.2
1993,"60","Professional and business services","60561990","All other support services","56199",131.6
1994,"60","Professional and business services","60561990","All other support services","56199",138.3
1995,"60","Professional and business services","60561990","All other support services","56199",153.2
1996,"60","Professional and business services","60561990","All other support services","56199",165.1
1997,"60","Professional and business services","60561990","All other support services","56199",180
1998,"60","Professional and business services","60561990","All other support services","56199",187.8
1999,"60","Professional and business services","60561990","All other support services","56199",187.4
2000,"60","Professional and business services","60561990","All other support services","56199",186.5
2001,"60","Professional and business services","60561990","All other support services","56199",182.5
2002,"60","Professional and business services","60561990","All other support services","56199",189
2003,"60","Professional and business services","60561990","All other support services","56199",188.2
2004,"60","Professional and business services","60561990","All other support services","56199",189.6
2005,"60","Professional and business services","60561990","All other support services","56199",186.6
2006,"60","Professional and business services","60561990","All other support services","56199",190.7
2007,"60","Professional and business services","60561990","All other support services","56199",198.8
2008,"60","Professional and business services","60561990","All other support services","56199",195.7
2009,"60","Professional and business services","60561990","All other support services","56199",183.1
2010,"60","Professional and business services","60561990","All other support services","56199",180.7
2011,"60","Professional and business services","60561990","All other support services","56199",188
2012,"60","Professional and business services","60561990","All other support services","56199",192.8
2013,"60","Professional and business services","60561990","All other support services","56199",195.6
2014,"60","Professional and business services","60561990","All other support services","56199",196.8
2015,"60","Professional and business services","60561990","All other support services","56199",197.3
2016,"60","Professional and business services","60561990","All other support services","56199",199.8
1990,"60","Professional and business services","60562000","Waste management and remediation services","562",229.4
1991,"60","Professional and business services","60562000","Waste management and remediation services","562",232.4
1992,"60","Professional and business services","60562000","Waste management and remediation services","562",236.7
1993,"60","Professional and business services","60562000","Waste management and remediation services","562",248.6
1994,"60","Professional and business services","60562000","Waste management and remediation services","562",260.7
1995,"60","Professional and business services","60562000","Waste management and remediation services","562",273.3
1996,"60","Professional and business services","60562000","Waste management and remediation services","562",282
1997,"60","Professional and business services","60562000","Waste management and remediation services","562",290.5
1998,"60","Professional and business services","60562000","Waste management and remediation services","562",299.3
1999,"60","Professional and business services","60562000","Waste management and remediation services","562",310.5
2000,"60","Professional and business services","60562000","Waste management and remediation services","562",312.9
2001,"60","Professional and business services","60562000","Waste management and remediation services","562",317.3
2002,"60","Professional and business services","60562000","Waste management and remediation services","562",318.3
2003,"60","Professional and business services","60562000","Waste management and remediation services","562",322.1
2004,"60","Professional and business services","60562000","Waste management and remediation services","562",328.6
2005,"60","Professional and business services","60562000","Waste management and remediation services","562",337.6
2006,"60","Professional and business services","60562000","Waste management and remediation services","562",348.1
2007,"60","Professional and business services","60562000","Waste management and remediation services","562",355
2008,"60","Professional and business services","60562000","Waste management and remediation services","562",356.8
2009,"60","Professional and business services","60562000","Waste management and remediation services","562",351.7
2010,"60","Professional and business services","60562000","Waste management and remediation services","562",357.3
2011,"60","Professional and business services","60562000","Waste management and remediation services","562",365.3
2012,"60","Professional and business services","60562000","Waste management and remediation services","562",371.9
2013,"60","Professional and business services","60562000","Waste management and remediation services","562",377.5
2014,"60","Professional and business services","60562000","Waste management and remediation services","562",386.1
2015,"60","Professional and business services","60562000","Waste management and remediation services","562",396.5
2016,"60","Professional and business services","60562000","Waste management and remediation services","562",404.8
1990,"60","Professional and business services","60562100","Waste collection","5621",81.6
1991,"60","Professional and business services","60562100","Waste collection","5621",80.3
1992,"60","Professional and business services","60562100","Waste collection","5621",80.5
1993,"60","Professional and business services","60562100","Waste collection","5621",84
1994,"60","Professional and business services","60562100","Waste collection","5621",87.6
1995,"60","Professional and business services","60562100","Waste collection","5621",89.2
1996,"60","Professional and business services","60562100","Waste collection","5621",92.5
1997,"60","Professional and business services","60562100","Waste collection","5621",95.2
1998,"60","Professional and business services","60562100","Waste collection","5621",97.9
1999,"60","Professional and business services","60562100","Waste collection","5621",99.6
2000,"60","Professional and business services","60562100","Waste collection","5621",99.8
2001,"60","Professional and business services","60562100","Waste collection","5621",100.8
2002,"60","Professional and business services","60562100","Waste collection","5621",104.6
2003,"60","Professional and business services","60562100","Waste collection","5621",112.8
2004,"60","Professional and business services","60562100","Waste collection","5621",118.5
2005,"60","Professional and business services","60562100","Waste collection","5621",123.6
2006,"60","Professional and business services","60562100","Waste collection","5621",130.8
2007,"60","Professional and business services","60562100","Waste collection","5621",136.6
2008,"60","Professional and business services","60562100","Waste collection","5621",139.5
2009,"60","Professional and business services","60562100","Waste collection","5621",137.5
2010,"60","Professional and business services","60562100","Waste collection","5621",141.1
2011,"60","Professional and business services","60562100","Waste collection","5621",146.1
2012,"60","Professional and business services","60562100","Waste collection","5621",150
2013,"60","Professional and business services","60562100","Waste collection","5621",154.1
2014,"60","Professional and business services","60562100","Waste collection","5621",159.7
2015,"60","Professional and business services","60562100","Waste collection","5621",163.9
2016,"60","Professional and business services","60562100","Waste collection","5621",169.9
1990,"60","Professional and business services","60562200","Waste treatment and disposal","5622",76.9
1991,"60","Professional and business services","60562200","Waste treatment and disposal","5622",82.4
1992,"60","Professional and business services","60562200","Waste treatment and disposal","5622",85.7
1993,"60","Professional and business services","60562200","Waste treatment and disposal","5622",91.1
1994,"60","Professional and business services","60562200","Waste treatment and disposal","5622",96.7
1995,"60","Professional and business services","60562200","Waste treatment and disposal","5622",103.4
1996,"60","Professional and business services","60562200","Waste treatment and disposal","5622",105.9
1997,"60","Professional and business services","60562200","Waste treatment and disposal","5622",108.8
1998,"60","Professional and business services","60562200","Waste treatment and disposal","5622",112.1
1999,"60","Professional and business services","60562200","Waste treatment and disposal","5622",118.1
2000,"60","Professional and business services","60562200","Waste treatment and disposal","5622",118.8
2001,"60","Professional and business services","60562200","Waste treatment and disposal","5622",120.5
2002,"60","Professional and business services","60562200","Waste treatment and disposal","5622",116.5
2003,"60","Professional and business services","60562200","Waste treatment and disposal","5622",109.8
2004,"60","Professional and business services","60562200","Waste treatment and disposal","5622",106.2
2005,"60","Professional and business services","60562200","Waste treatment and disposal","5622",103.2
2006,"60","Professional and business services","60562200","Waste treatment and disposal","5622",101.9
2007,"60","Professional and business services","60562200","Waste treatment and disposal","5622",100.4
2008,"60","Professional and business services","60562200","Waste treatment and disposal","5622",99.4
2009,"60","Professional and business services","60562200","Waste treatment and disposal","5622",97.2
2010,"60","Professional and business services","60562200","Waste treatment and disposal","5622",95.9
2011,"60","Professional and business services","60562200","Waste treatment and disposal","5622",95
2012,"60","Professional and business services","60562200","Waste treatment and disposal","5622",95.3
2013,"60","Professional and business services","60562200","Waste treatment and disposal","5622",93.9
2014,"60","Professional and business services","60562200","Waste treatment and disposal","5622",93.3
2015,"60","Professional and business services","60562200","Waste treatment and disposal","5622",94.7
2016,"60","Professional and business services","60562200","Waste treatment and disposal","5622",95.6
1990,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",31.7
1991,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",34
1992,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",35.4
1993,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",37.6
1994,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",39.9
1995,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",42.7
1996,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",43.7
1997,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",44.9
1998,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",46.3
1999,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",48.8
2000,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",49.1
2001,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",49.9
2002,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",46.7
2003,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",42.6
2004,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",40.7
2005,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",37.7
2006,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",36.3
2007,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",36.5
2008,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",37.1
2009,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",37.9
2010,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",37
2011,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",36
2012,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",35.3
2013,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",34.5
2014,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",32.9
2015,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",33.6
2016,"60","Professional and business services","60562211","Hazardous waste treatment and disposal","562211",34.8
1990,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",45.1
1991,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",48.3
1992,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",50.3
1993,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",53.5
1994,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",56.8
1995,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",60.7
1996,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",62.2
1997,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",63.9
1998,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",65.8
1999,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",69.3
2000,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",69.7
2001,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",70.7
2002,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",69.8
2003,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",67.2
2004,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",65.5
2005,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",65.6
2006,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",65.6
2007,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",64
2008,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",62.3
2009,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",59.4
2010,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",58.9
2011,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",59
2012,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",60
2013,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",59.4
2014,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",60.4
2015,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",61.1
2016,"60","Professional and business services","60562219","Nonhazardous waste treatment and disposal","562212,3,9",60.9
1990,"60","Professional and business services","60562900","Remediation and other waste services","5629",71
1991,"60","Professional and business services","60562900","Remediation and other waste services","5629",69.7
1992,"60","Professional and business services","60562900","Remediation and other waste services","5629",70.5
1993,"60","Professional and business services","60562900","Remediation and other waste services","5629",73.5
1994,"60","Professional and business services","60562900","Remediation and other waste services","5629",76.4
1995,"60","Professional and business services","60562900","Remediation and other waste services","5629",80.8
1996,"60","Professional and business services","60562900","Remediation and other waste services","5629",83.6
1997,"60","Professional and business services","60562900","Remediation and other waste services","5629",86.5
1998,"60","Professional and business services","60562900","Remediation and other waste services","5629",89.4
1999,"60","Professional and business services","60562900","Remediation and other waste services","5629",92.9
2000,"60","Professional and business services","60562900","Remediation and other waste services","5629",94.4
2001,"60","Professional and business services","60562900","Remediation and other waste services","5629",96
2002,"60","Professional and business services","60562900","Remediation and other waste services","5629",97.2
2003,"60","Professional and business services","60562900","Remediation and other waste services","5629",99.5
2004,"60","Professional and business services","60562900","Remediation and other waste services","5629",103.9
2005,"60","Professional and business services","60562900","Remediation and other waste services","5629",110.8
2006,"60","Professional and business services","60562900","Remediation and other waste services","5629",115.5
2007,"60","Professional and business services","60562900","Remediation and other waste services","5629",118
2008,"60","Professional and business services","60562900","Remediation and other waste services","5629",117.9
2009,"60","Professional and business services","60562900","Remediation and other waste services","5629",117
2010,"60","Professional and business services","60562900","Remediation and other waste services","5629",120.3
2011,"60","Professional and business services","60562900","Remediation and other waste services","5629",124.1
2012,"60","Professional and business services","60562900","Remediation and other waste services","5629",126.6
2013,"60","Professional and business services","60562900","Remediation and other waste services","5629",129.4
2014,"60","Professional and business services","60562900","Remediation and other waste services","5629",133.1
2015,"60","Professional and business services","60562900","Remediation and other waste services","5629",137.9
2016,"60","Professional and business services","60562900","Remediation and other waste services","5629",139.3
1990,"60","Professional and business services","60562910","Remediation services","56291",42.2
1991,"60","Professional and business services","60562910","Remediation services","56291",42.6
1992,"60","Professional and business services","60562910","Remediation services","56291",42.5
1993,"60","Professional and business services","60562910","Remediation services","56291",44.9
1994,"60","Professional and business services","60562910","Remediation services","56291",48
1995,"60","Professional and business services","60562910","Remediation services","56291",50.2
1996,"60","Professional and business services","60562910","Remediation services","56291",52
1997,"60","Professional and business services","60562910","Remediation services","56291",54.3
1998,"60","Professional and business services","60562910","Remediation services","56291",56.4
1999,"60","Professional and business services","60562910","Remediation services","56291",59.4
2000,"60","Professional and business services","60562910","Remediation services","56291",60.6
2001,"60","Professional and business services","60562910","Remediation services","56291",61.6
2002,"60","Professional and business services","60562910","Remediation services","56291",61.5
2003,"60","Professional and business services","60562910","Remediation services","56291",62.1
2004,"60","Professional and business services","60562910","Remediation services","56291",64.7
2005,"60","Professional and business services","60562910","Remediation services","56291",69.8
2006,"60","Professional and business services","60562910","Remediation services","56291",70.8
2007,"60","Professional and business services","60562910","Remediation services","56291",71.5
2008,"60","Professional and business services","60562910","Remediation services","56291",70.5
2009,"60","Professional and business services","60562910","Remediation services","56291",70.7
2010,"60","Professional and business services","60562910","Remediation services","56291",74.6
2011,"60","Professional and business services","60562910","Remediation services","56291",76.1
2012,"60","Professional and business services","60562910","Remediation services","56291",76
2013,"60","Professional and business services","60562910","Remediation services","56291",76.4
2014,"60","Professional and business services","60562910","Remediation services","56291",77.5
2015,"60","Professional and business services","60562910","Remediation services","56291",79
2016,"60","Professional and business services","60562910","Remediation services","56291",81.1
1990,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",28.7
1991,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",27.1
1992,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",28
1993,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",28.6
1994,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",28.5
1995,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",30.5
1996,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",31.6
1997,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",32.2
1998,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",33
1999,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",33.5
2000,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",33.8
2001,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",34.4
2002,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",35.7
2003,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",37.4
2004,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",39.1
2005,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",41.1
2006,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",44.6
2007,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",46.4
2008,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",47.4
2009,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",46.3
2010,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",45.7
2011,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",48
2012,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",50.6
2013,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",53
2014,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",55.6
2015,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",58.9
2016,"60","Professional and business services","60562990","Materials recovery facilities and other waste management services","56292,9",58.2
1939,"65","Education and health services","65000000","Education and health services","-",1405
1940,"65","Education and health services","65000000","Education and health services","-",1470
1941,"65","Education and health services","65000000","Education and health services","-",1566
1942,"65","Education and health services","65000000","Education and health services","-",1632
1943,"65","Education and health services","65000000","Education and health services","-",1660
1944,"65","Education and health services","65000000","Education and health services","-",1667
1945,"65","Education and health services","65000000","Education and health services","-",1698
1946,"65","Education and health services","65000000","Education and health services","-",1885
1947,"65","Education and health services","65000000","Education and health services","-",2015
1948,"65","Education and health services","65000000","Education and health services","-",2077
1949,"65","Education and health services","65000000","Education and health services","-",2097
1950,"65","Education and health services","65000000","Education and health services","-",2144
1951,"65","Education and health services","65000000","Education and health services","-",2221
1952,"65","Education and health services","65000000","Education and health services","-",2281
1953,"65","Education and health services","65000000","Education and health services","-",2335
1954,"65","Education and health services","65000000","Education and health services","-",2385
1955,"65","Education and health services","65000000","Education and health services","-",2491
1956,"65","Education and health services","65000000","Education and health services","-",2593
1957,"65","Education and health services","65000000","Education and health services","-",2676
1958,"65","Education and health services","65000000","Education and health services","-",2695
1959,"65","Education and health services","65000000","Education and health services","-",2822
1960,"65","Education and health services","65000000","Education and health services","-",2937
1961,"65","Education and health services","65000000","Education and health services","-",3030
1962,"65","Education and health services","65000000","Education and health services","-",3172
1963,"65","Education and health services","65000000","Education and health services","-",3288
1964,"65","Education and health services","65000000","Education and health services","-",3438
1965,"65","Education and health services","65000000","Education and health services","-",3587
1966,"65","Education and health services","65000000","Education and health services","-",3770
1967,"65","Education and health services","65000000","Education and health services","-",3986
1968,"65","Education and health services","65000000","Education and health services","-",4191
1969,"65","Education and health services","65000000","Education and health services","-",4428
1970,"65","Education and health services","65000000","Education and health services","-",4577
1971,"65","Education and health services","65000000","Education and health services","-",4675
1972,"65","Education and health services","65000000","Education and health services","-",4863
1973,"65","Education and health services","65000000","Education and health services","-",5092
1974,"65","Education and health services","65000000","Education and health services","-",5322
1975,"65","Education and health services","65000000","Education and health services","-",5497
1976,"65","Education and health services","65000000","Education and health services","-",5756
1977,"65","Education and health services","65000000","Education and health services","-",6052
1978,"65","Education and health services","65000000","Education and health services","-",6427
1979,"65","Education and health services","65000000","Education and health services","-",6768
1980,"65","Education and health services","65000000","Education and health services","-",7077
1981,"65","Education and health services","65000000","Education and health services","-",7364
1982,"65","Education and health services","65000000","Education and health services","-",7526
1983,"65","Education and health services","65000000","Education and health services","-",7781
1984,"65","Education and health services","65000000","Education and health services","-",8211
1985,"65","Education and health services","65000000","Education and health services","-",8679
1986,"65","Education and health services","65000000","Education and health services","-",9086
1987,"65","Education and health services","65000000","Education and health services","-",9543
1988,"65","Education and health services","65000000","Education and health services","-",10096
1989,"65","Education and health services","65000000","Education and health services","-",10652
1990,"65","Education and health services","65000000","Education and health services","-",11024
1991,"65","Education and health services","65000000","Education and health services","-",11556
1992,"65","Education and health services","65000000","Education and health services","-",11948
1993,"65","Education and health services","65000000","Education and health services","-",12362
1994,"65","Education and health services","65000000","Education and health services","-",12872
1995,"65","Education and health services","65000000","Education and health services","-",13360
1996,"65","Education and health services","65000000","Education and health services","-",13761
1997,"65","Education and health services","65000000","Education and health services","-",14185
1998,"65","Education and health services","65000000","Education and health services","-",14570
1999,"65","Education and health services","65000000","Education and health services","-",14939
2000,"65","Education and health services","65000000","Education and health services","-",15252
2001,"65","Education and health services","65000000","Education and health services","-",15814
2002,"65","Education and health services","65000000","Education and health services","-",16398
2003,"65","Education and health services","65000000","Education and health services","-",16835
2004,"65","Education and health services","65000000","Education and health services","-",17230
2005,"65","Education and health services","65000000","Education and health services","-",17676
2006,"65","Education and health services","65000000","Education and health services","-",18154
2007,"65","Education and health services","65000000","Education and health services","-",18676
2008,"65","Education and health services","65000000","Education and health services","-",19228
2009,"65","Education and health services","65000000","Education and health services","-",19630
2010,"65","Education and health services","65000000","Education and health services","-",19975
2011,"65","Education and health services","65000000","Education and health services","-",20318
2012,"65","Education and health services","65000000","Education and health services","-",20769
2013,"65","Education and health services","65000000","Education and health services","-",21086
2014,"65","Education and health services","65000000","Education and health services","-",21439
2015,"65","Education and health services","65000000","Education and health services","-",22029
2016,"65","Education and health services","65000000","Education and health services","-",22616
1990,"65","Education and health services","65610000","Educational services","61",1688
1991,"65","Education and health services","65610000","Educational services","61",1736.6
1992,"65","Education and health services","65610000","Educational services","61",1713.1
1993,"65","Education and health services","65610000","Educational services","61",1755.4
1994,"65","Education and health services","65610000","Educational services","61",1894.9
1995,"65","Education and health services","65610000","Educational services","61",2010.2
1996,"65","Education and health services","65610000","Educational services","61",2077.6
1997,"65","Education and health services","65610000","Educational services","61",2155
1998,"65","Education and health services","65610000","Educational services","61",2232.9
1999,"65","Education and health services","65610000","Educational services","61",2320.4
2000,"65","Education and health services","65610000","Educational services","61",2390.4
2001,"65","Education and health services","65610000","Educational services","61",2510.6
2002,"65","Education and health services","65610000","Educational services","61",2642.8
2003,"65","Education and health services","65610000","Educational services","61",2695.1
2004,"65","Education and health services","65610000","Educational services","61",2762.5
2005,"65","Education and health services","65610000","Educational services","61",2835.8
2006,"65","Education and health services","65610000","Educational services","61",2900.9
2007,"65","Education and health services","65610000","Educational services","61",2941.4
2008,"65","Education and health services","65610000","Educational services","61",3039.7
2009,"65","Education and health services","65610000","Educational services","61",3090.4
2010,"65","Education and health services","65610000","Educational services","61",3155.1
2011,"65","Education and health services","65610000","Educational services","61",3249.6
2012,"65","Education and health services","65610000","Educational services","61",3341.1
2013,"65","Education and health services","65610000","Educational services","61",3354.4
2014,"65","Education and health services","65610000","Educational services","61",3416.6
2015,"65","Education and health services","65610000","Educational services","61",3471.9
2016,"65","Education and health services","65610000","Educational services","61",3559.7
1972,"65","Education and health services","65611100","Elementary and secondary schools","6111",233.8
1973,"65","Education and health services","65611100","Elementary and secondary schools","6111",237.9
1974,"65","Education and health services","65611100","Elementary and secondary schools","6111",241.3
1975,"65","Education and health services","65611100","Elementary and secondary schools","6111",231.5
1976,"65","Education and health services","65611100","Elementary and secondary schools","6111",221
1977,"65","Education and health services","65611100","Elementary and secondary schools","6111",226.4
1978,"65","Education and health services","65611100","Elementary and secondary schools","6111",234.6
1979,"65","Education and health services","65611100","Elementary and secondary schools","6111",257.1
1980,"65","Education and health services","65611100","Elementary and secondary schools","6111",293.6
1981,"65","Education and health services","65611100","Elementary and secondary schools","6111",308.8
1982,"65","Education and health services","65611100","Elementary and secondary schools","6111",325.8
1983,"65","Education and health services","65611100","Elementary and secondary schools","6111",335.5
1984,"65","Education and health services","65611100","Elementary and secondary schools","6111",348.4
1985,"65","Education and health services","65611100","Elementary and secondary schools","6111",362.9
1986,"65","Education and health services","65611100","Elementary and secondary schools","6111",359.3
1987,"65","Education and health services","65611100","Elementary and secondary schools","6111",368.4
1988,"65","Education and health services","65611100","Elementary and secondary schools","6111",404.2
1989,"65","Education and health services","65611100","Elementary and secondary schools","6111",443.5
1990,"65","Education and health services","65611100","Elementary and secondary schools","6111",460.6
1991,"65","Education and health services","65611100","Elementary and secondary schools","6111",476.5
